,vintage,country,county,designation,points,price,province,title,variety,winery
11547,2011,Italy,Friuli Grave,D'Adda,86,16.0,Northeastern Italy,Conte Brandolini 2011 D'Adda Friulano (Friuli Grave),Friulano,Conte Brandolini
11548,2011,Italy,Collio,,89,30.0,Northeastern Italy,Livio Felluga 2011 Pinot Grigio (Collio),Pinot Grigio,Livio Felluga
11549,2011,France,Savigny-lès-Beaune,Aux Fourches,88,,Burgundy,Maison Champy 2011 Aux Fourches (Savigny-lès-Beaune),Pinot Noir,Maison Champy
11550,2011,Germany,,Lorcher Schlossberg Auslese Goldkapsel,94,154.0,Rheingau,August Kesseler 2011 Lorcher Schlossberg Auslese Goldkapsel Riesling (Rheingau),Riesling,August Kesseler
11551,2011,Italy,Bolgheri,Emilio Primo,89,28.0,Tuscany,Fattoria Terre del Marchesato 2011 Emilio Primo (Bolgheri),Red Blend,Fattoria Terre del Marchesato
11552,2011,US,Calistoga,Villa Andriana Vineyard,89,32.0,California,Summers 2011 Villa Andriana Vineyard Charbono (Calistoga),Charbono,Summers
11553,2011,Portugal,,Conde de Vimioso Colheita Selecionada,88,9.0,Tejo,Falua 2011 Conde de Vimioso Colheita Selecionada Red (Tejo),Portuguese Red,Falua
11554,2011,US,Columbia Valley (WA),Stillwater Creek Vineyard,88,28.0,Washington,Novelty Hill 2011 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,Novelty Hill
11555,2011,Austria,,Ried Schütt Smaragd,92,56.0,Wachau,Emmerich Knoll 2011 Ried Schütt Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,Emmerich Knoll
11556,2011,US,Alexander Valley,,88,24.0,California,Wattle Creek 2011 Viognier (Alexander Valley),Viognier,Wattle Creek
11557,2011,Argentina,Mendoza,AR,88,22.0,Mendoza Province,Tamarí 2011 AR Malbec (Mendoza),Malbec,Tamarí
11558,2011,Israel,,Black Tulip,90,80.0,Galilee,Tulip Winery 2011 Black Tulip Red (Galilee),Bordeaux-style Red Blend,Tulip Winery
11559,2011,Italy,Venezia Giulia,Lis,88,43.0,Northeastern Italy,Lis Neris 2011 Lis White (Venezia Giulia),White Blend,Lis Neris
11560,2011,Italy,Valpolicella Superiore Ripasso,,86,28.0,Veneto,Ca' Rugate 2011 Valpolicella Superiore Ripasso,Red Blend,Ca' Rugate
11561,2011,France,Bordeaux Blanc,,83,14.0,Bordeaux,Château de Parenchère 2011 Bordeaux Blanc,Bordeaux-style White Blend,Château de Parenchère
11562,2011,France,Côtes de Bourg,,83,14.0,Bordeaux,Château Noblet 2011 Côtes de Bourg,Bordeaux-style Red Blend,Château Noblet
11563,2011,Italy,Delle Venezie,,85,10.0,Northeastern Italy,Villa Rubini 2011 Pinot Grigio (Delle Venezie),Pinot Grigio,Villa Rubini
11564,2011,Italy,Chianti Classico,Piegaia Riserva,90,25.0,Tuscany,Villa Calcinaia 2011 Piegaia Riserva (Chianti Classico),Sangiovese,Villa Calcinaia
11565,2011,US,Napa Valley,Three Twins Vineyard,95,85.0,California,Stone The Crows 2011 Three Twins Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stone The Crows
11566,2011,South Africa,,The Ruins,87,10.0,Eilandia,Bon Cap 2011 The Ruins Chardonnay-Viognier (Eilandia),Chardonnay-Viognier,Bon Cap
11567,2011,Spain,Toro,Prima,89,25.0,Northern Spain,Maurodos 2011 Prima (Toro),Tinta de Toro,Maurodos
11568,2011,US,Paso Robles,,86,20.0,California,Robert Hall 2011 Viognier (Paso Robles),Viognier,Robert Hall
11569,2011,US,Santa Lucia Highlands,,89,32.0,California,Sarah's Vineyard 2011 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Sarah's Vineyard
11570,2011,Austria,,Schiefer Reserve,90,,Kremstal,Forstreiter 2011 Schiefer Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter
11571,2011,US,Santa Lucia Highlands,SLH Estate,89,35.0,California,Hahn 2011 SLH Estate Pinot Noir (Santa Lucia Highlands),Pinot Noir,Hahn
11572,2011,France,Côtes du Jura,,87,52.0,France Other,Domaine de Savagny 2011 Savagnin (Côtes du Jura),Savagnin,Domaine de Savagny
11573,2011,Portugal,,Encontro,90,18.0,Bairrada,Global Wines 2011 Encontro Baga (Bairrada),Baga,Global Wines
11574,2011,US,Chehalem Mountains,,85,17.0,Oregon,Archer 2011 Pinot Gris (Chehalem Mountains),Pinot Gris,Archer
11575,2011,Chile,,,83,10.0,Colchagua Valley,Terrapura 2011 Carmenère (Colchagua Valley),Carmenère,Terrapura
11576,2011,Spain,Rioja,,89,31.0,Northern Spain,Finca Allende 2011 Malvasia-Viura (Rioja),Malvasia-Viura,Finca Allende
11577,2011,France,Corton-Charlemagne,,95,160.0,Burgundy,Domaine des Croix 2011 Corton-Charlemagne,Chardonnay,Domaine des Croix
11578,2011,US,South Coast,Ambassador's,82,40.0,California,Orfila 2011 Ambassador's Syrah,Syrah,Orfila
11579,2011,Portugal,,Point West,86,9.0,Lisboa,DFJ Vinhos 2011 Point West Touriga Nacional (Lisboa),Touriga Nacional,DFJ Vinhos
11580,2011,US,Sonoma County,Blue Ash Road,83,20.0,California,Parkers Estate 2011 Blue Ash Road Chardonnay (Sonoma County),Chardonnay,Parkers Estate
11581,2011,France,Bordeaux,,86,15.0,Bordeaux,Château Saint-Sulpice 2011 Bordeaux,Bordeaux-style Red Blend,Château Saint-Sulpice
11582,2011,Portugal,,Album Reserva,88,23.0,Alentejano,Wines & Winemakers 2011 Album Reserva Red (Alentejano),Portuguese Red,Wines & Winemakers
11583,2011,Spain,Rías Baixas,,85,17.0,Galicia,La Caña 2011 Albariño (Rías Baixas),Albariño,La Caña
11584,2011,US,Sonoma Valley,,87,20.0,California,Wellington 2011 Merlot (Sonoma Valley),Merlot,Wellington
11585,2011,Germany,,Saulheimer Probstey Trocken,91,46.0,Rheinhessen,Thörle 2011 Saulheimer Probstey Trocken Riesling (Rheinhessen),Riesling,Thörle
11586,2011,Austria,,Lindberg Erste Lage,91,,Kremstal,Salomon-Undhof 2011 Lindberg Erste Lage Grüner Veltliner (Kremstal),Grüner Veltliner,Salomon-Undhof
11587,2011,Italy,Barbaresco,Rio Sordo Riserva,90,60.0,Piedmont,Cascina Bruciata 2011 Rio Sordo Riserva (Barbaresco),Nebbiolo,Cascina Bruciata
11588,2011,US,Calaveras County,,92,24.0,California,Newsome-Harlow 2011 Zinfandel (Calaveras County),Zinfandel,Newsome-Harlow
11589,2011,US,Paso Robles,The Big Easy,89,38.0,California,Silver Horse 2011 The Big Easy Red (Paso Robles),Red Blend,Silver Horse
11590,2011,Argentina,Mendoza,Ique,84,11.0,Mendoza Province,Enrique Foster 2011 Ique Malbec (Mendoza),Malbec,Enrique Foster
11591,2011,Italy,Toscana,I Sodi di San Niccolò,89,90.0,Tuscany,Castellare di Castellina 2011 I Sodi di San Niccolò Red (Toscana),Red Blend,Castellare di Castellina
11592,2011,France,Arbois,En Paradis,90,27.0,France Other,Rijckaert 2011 En Paradis Chardonnay (Arbois),Chardonnay,Rijckaert
11593,2011,US,Santa Cruz Mountains,Spring Break Pichon Vineyard,85,30.0,California,Burrell School Vineyards 2011 Spring Break Pichon Vineyard Syrah (Santa Cruz Mountains),Syrah,Burrell School Vineyards
11594,2011,France,Bordeaux,Michel Lynch,86,13.0,Bordeaux,Jean-Michel Cazes 2011 Michel Lynch (Bordeaux),Bordeaux-style Red Blend,Jean-Michel Cazes
11595,2011,Spain,Cava,Titiana Brut Pansa Blanca,87,25.0,Catalonia,Parxet 2011 Titiana Brut Pansa Blanca Sparkling (Cava),Sparkling Blend,Parxet
11596,2011,Italy,Etna,Orpheus Rosso,85,34.0,Sicily & Sardinia,Scilio 2011 Orpheus Rosso (Etna),Red Blend,Scilio
11597,2011,US,Dry Creek Valley,,87,24.0,California,Saini 2011 Zinfandel (Dry Creek Valley),Zinfandel,Saini
11598,2011,Italy,Chianti Classico,Sei Gran Selezione,92,45.0,Tuscany,Querceto di Castellina 2011 Sei Gran Selezione (Chianti Classico),Red Blend,Querceto di Castellina
11599,2011,US,Columbia Valley (OR),Rancher's,85,20.0,Oregon,Copper Belt 2011 Rancher's Red (Columbia Valley (OR)),Red Blend,Copper Belt
11600,2011,Argentina,Mendoza,Gran Secreto,91,56.0,Mendoza Province,Siete Fincas 2011 Gran Secreto Malbec (Mendoza),Malbec,Siete Fincas
11601,2011,US,Napa Valley,,91,90.0,California,Covenant 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Covenant
11602,2011,France,Bordeaux Supérieur,,83,16.0,Bordeaux,Château du Lort 2011 Bordeaux Supérieur,Bordeaux-style Red Blend,Château du Lort
11603,2011,US,North Fork of Long Island,Topaz Impérial Rosé,90,37.0,New York,Sparkling Pointe 2011 Topaz Impérial Rosé (North Fork of Long Island),Champagne Blend,Sparkling Pointe
11604,2011,Italy,Bolgheri Superiore,Bolgherese,89,55.0,Tuscany,Tenuta di Vaira 2011 Bolgherese (Bolgheri Superiore),Red Blend,Tenuta di Vaira
11605,2011,US,Columbia Valley (WA),Estate Grown,83,10.0,Washington,StoneCap 2011 Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,StoneCap
11606,2011,US,Paso Robles,Reserve,93,42.0,California,Cerro Prieto 2011 Reserve Pinot Noir (Paso Robles),Pinot Noir,Cerro Prieto
11608,2011,US,Russian River Valley,,86,89.0,California,Via Giusti 2011 Pinot Noir (Russian River Valley),Pinot Noir,Via Giusti
11609,2011,France,Gers,,85,7.0,Southwest France,Baron d'Arignac 2011 White (Gers),White Blend,Baron d'Arignac
11610,2011,Italy,Val di Neto,Gravello,89,30.0,Southern Italy,Librandi 2011 Gravello Red (Val di Neto),Red Blend,Librandi
11611,2011,France,Alsace,Schofweg,89,35.0,Alsace,Gustave Lorentz 2011 Schofweg Pinot Gris (Alsace),Pinot Gris,Gustave Lorentz
11612,2011,France,Bandol,Château de Romassan,92,45.0,Provence,Domaines Ott 2011 Château de Romassan Rosé (Bandol),Rosé,Domaines Ott
11613,2011,Italy,Delle Venezie,Terre Magre,84,18.0,Northeastern Italy,Piera Martellozzo 2011 Terre Magre Malvasia (Delle Venezie),Malvasia,Piera Martellozzo
11614,2011,France,Alsace,Réserve,84,,Alsace,Boeckel 2011 Réserve Pinot Blanc (Alsace),Pinot Blanc,Boeckel
11615,2011,Argentina,Mendoza,Malbec,85,8.0,Mendoza Province,Finca El Origen 2011 Malbec Rosé (Mendoza),Rosé,Finca El Origen
11616,2011,Spain,Rioja,Valdemoreda Rosado,80,8.0,Northern Spain,Bodegas del Mundo 2011 Valdemoreda Rosado Garnacha (Rioja),Garnacha,Bodegas del Mundo
11617,2011,Argentina,Mendoza,Estate,88,10.0,Mendoza Province,Medrano 2011 Estate Malbec (Mendoza),Malbec,Medrano
11618,2011,Italy,Morellino di Scansano,Riserva,90,33.0,Tuscany,Morisfarms 2011 Riserva (Morellino di Scansano),Red Blend,Morisfarms
11619,2011,Austria,,Johanneshöhe,89,23.0,Burgenland,Prieler 2011 Johanneshöhe Blaufränkisch (Burgenland),Blaufränkisch,Prieler
11620,2011,US,Sta. Rita Hills,Reserve,92,40.0,California,Rusack 2011 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,Rusack
11621,2011,Argentina,Mendoza,Gran Lurton Corte Friulano,89,,Mendoza Province,François Lurton 2011 Gran Lurton Corte Friulano White (Mendoza),White Blend,François Lurton
11622,2011,Argentina,Mendoza,,80,25.0,Mendoza Province,Black Box 2011 Malbec (Mendoza),Malbec,Black Box
11623,2011,US,Finger Lakes,Estate Bottled Yellow Dog Vineyard,85,20.0,New York,Lamoreaux Landing 2011 Estate Bottled Yellow Dog Vineyard Riesling (Finger Lakes),Riesling,Lamoreaux Landing
11624,2011,Spain,Ribera del Duero,Malleolus de Sanchomartin,94,179.0,Northern Spain,Emilio Moro 2011 Malleolus de Sanchomartin (Ribera del Duero),Tempranillo,Emilio Moro
11625,2011,Italy,Taurasi,Tenute di Altavilla,92,,Southern Italy,Villa Matilde 2011 Tenute di Altavilla (Taurasi),Aglianico,Villa Matilde
11626,2011,Argentina,Mendoza,Gestos,84,14.0,Mendoza Province,Finca Flichman 2011 Gestos Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Finca Flichman
11627,2011,Italy,Brunello di Montalcino,,95,,Tuscany,Cerbaiona 2011 Brunello di Montalcino,Sangiovese,Cerbaiona
11628,2011,Spain,Rioja,Viticultura Ecológica,87,14.0,Northern Spain,Bodegas Ontañón 2011 Viticultura Ecológica (Rioja),Tempranillo,Bodegas Ontañón
11629,2011,US,Red Mountain,Signature,90,42.0,Washington,Doyenne 2011 Signature Syrah (Red Mountain),Syrah,Doyenne
11630,2011,US,Rogue Valley,,86,40.0,Oregon,Griffin Creek 2011 Malbec (Rogue Valley),Malbec,Griffin Creek
11631,2011,Italy,Valpolicella Superiore Ripasso,Antichello,89,26.0,Veneto,Santa Sofia 2011 Antichello (Valpolicella Superiore Ripasso),Red Blend,Santa Sofia
11632,2011,France,Bordeaux Supérieur,Cuvée Prestige,91,15.0,Bordeaux,Château de Seguin 2011 Cuvée Prestige (Bordeaux Supérieur),Bordeaux-style Red Blend,Château de Seguin
11633,2011,France,Nuits-St.-Georges,Aux Boudots Premier Cru,93,112.0,Burgundy,Roche de Bellene 2011 Aux Boudots Premier Cru (Nuits-St.-Georges),Pinot Noir,Roche de Bellene
11634,2011,US,Yakima Valley,Red Willow Vineyard Chapel Block,94,55.0,Washington,Owen Roe 2011 Red Willow Vineyard Chapel Block Syrah (Yakima Valley),Syrah,Owen Roe
11635,2011,Spain,Rioja,Inspiración,83,40.0,Northern Spain,Bodegas Valdemar 2011 Inspiración Tempranillo Blanco (Rioja),Tempranillo Blanco,Bodegas Valdemar
11636,2011,France,Médoc,,90,25.0,Bordeaux,Château Castera 2011 Médoc,Bordeaux-style Red Blend,Château Castera
11637,2011,US,South Coast,Signature Reserve,91,62.0,California,Hawk Watch Winery 2011 Signature Reserve Cabernet Sauvignon (South Coast),Cabernet Sauvignon,Hawk Watch Winery
11638,2011,US,California,Brut Made with Organically Grown Grapes,85,14.0,California,Korbel 2011 Brut Made with Organically Grown Grapes Sparkling (California),Sparkling Blend,Korbel
11639,2011,France,Mercurey,Buissonnier,88,22.0,Burgundy,Vignerons de Buxy 2011 Buissonnier (Mercurey),Pinot Noir,Vignerons de Buxy
11640,2011,US,Edna Valley,Oliver's Vineyard,91,36.0,California,Talley 2011 Oliver's Vineyard Chardonnay (Edna Valley),Chardonnay,Talley
11641,2011,US,Finger Lakes,Hobbit Hollow Vineyard,88,27.0,New York,Heart & Hands 2011 Hobbit Hollow Vineyard Riesling (Finger Lakes),Riesling,Heart & Hands
11642,2011,US,Arroyo Seco,Riverstone,86,14.0,California,J. Lohr 2011 Riverstone Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
11643,2011,France,Sauternes,,93,,Bordeaux,Château Suduiraut 2011 Sauternes,Bordeaux-style White Blend,Château Suduiraut
11644,2011,Germany,,Junge Reben Kabinett Trocken,90,28.0,Rheingau,August Kesseler 2011 Junge Reben Kabinett Trocken Riesling (Rheingau),Riesling,August Kesseler
11645,2011,France,Saint-Émilion,Barrel Sample,93,,Bordeaux,Château Troplong Mondot 2011 Barrel Sample (Saint-Émilion),Bordeaux-style Red Blend,Château Troplong Mondot
11646,2011,Italy,Maremma Toscana,Balbino,88,,Tuscany,Terenzi 2011 Balbino Vermentino (Maremma Toscana),Vermentino,Terenzi
11647,2011,France,Pomerol,Barrel Sample,92,,Bordeaux,Château Providence 2011 Barrel Sample (Pomerol),Bordeaux-style Red Blend,Château Providence
11648,2011,US,Columbia Valley (WA),Estate Grown and Bottled,87,25.0,Washington,Claar 2011 Estate Grown and Bottled Merlot (Columbia Valley (WA)),Merlot,Claar
11649,2011,France,Côtes de Provence,Cuvée Château,86,15.0,Provence,Domaine de la Sauveuse 2011 Cuvée Château Rosé (Côtes de Provence),Rosé,Domaine de la Sauveuse
11650,2011,Canada,Okanagan Valley,Icewine,91,65.0,British Columbia,Mission Hill 2011 Icewine Riesling (Okanagan Valley),Riesling,Mission Hill
11652,2011,Austria,,Auslese,86,,Thermenregion,Johanneshof Reinisch 2011 Auslese Rotgipfler (Thermenregion),Rotgipfler,Johanneshof Reinisch
11653,2011,US,Lodi,Old Vine,83,17.0,California,Rock Lobster 2011 Old Vine Zinfandel (Lodi),Zinfandel,Rock Lobster
11654,2011,Germany,,Platinum,86,8.0,Mosel,Peter Mertes 2011 Platinum Riesling (Mosel),Riesling,Peter Mertes
11655,2011,US,Santa Barbara County,Huntington,82,22.0,California,Pali 2011 Huntington Pinot Noir (Santa Barbara County),Pinot Noir,Pali
11656,2011,US,Finger Lakes,,88,22.0,New York,Billsboro 2011 Cabernet-Syrah (Finger Lakes),Cabernet-Syrah,Billsboro
11657,2011,US,Lake County,Asbill Valley,87,16.0,California,Six Sigma Ranch 2011 Asbill Valley Sauvignon Blanc (Lake County),Sauvignon Blanc,Six Sigma Ranch
11658,2011,US,Sonoma County,,86,28.0,California,Matanzas Creek 2011 Merlot (Sonoma County),Merlot,Matanzas Creek
11659,2011,Chile,,Bill Limited Edition,83,27.0,Casablanca Valley,William Cole 2011 Bill Limited Edition Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,William Cole
11660,2011,France,Buzet,Domaine de Brazalem,85,14.0,Southwest France,Vignerons de Buzet 2011 Domaine de Brazalem Red (Buzet),Bordeaux-style Red Blend,Vignerons de Buzet
11661,2011,France,Bordeaux Supérieur,,88,15.0,Bordeaux,Château le Calvaire 2011 Bordeaux Supérieur,Bordeaux-style Red Blend,Château le Calvaire
11662,2011,Italy,Barolo,San Pietro Riserva,89,95.0,Piedmont,Viberti 2011 San Pietro Riserva (Barolo),Nebbiolo,Viberti
11663,2011,Italy,Veneto,,85,,Veneto,Caposaldo 2011 Pinot Grigio (Veneto),Pinot Grigio,Caposaldo
11664,2011,France,Lussac Saint-Émilion,Cuvée Tradition,85,22.0,Bordeaux,Château des Landes 2011 Cuvée Tradition (Lussac Saint-Émilion),Bordeaux-style Red Blend,Château des Landes
11665,2011,US,Paso Robles,,90,55.0,California,Hoyt Family Vineyards 2011 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Hoyt Family Vineyards
11666,2011,Spain,Valdepeñas,Pergolas Old Vines Crianza,86,14.0,Central Spain,Bodegas Navarro López 2011 Pergolas Old Vines Crianza Tempranillo (Valdepeñas),Tempranillo,Bodegas Navarro López
11667,2011,Chile,,Altazor,92,50.0,Maipo Valley,Undurraga 2011 Altazor Red (Maipo Valley),Red Blend,Undurraga
11668,2011,US,Lodi,,89,16.0,California,Uvaggio 2011 Primitivo (Lodi),Primitivo,Uvaggio
11669,2011,Chile,,Reserva,84,13.0,Maule Valley,Viña Casas Patronales 2011 Reserva Carmenère (Maule Valley),Carmenère,Viña Casas Patronales
11670,2011,Italy,Gattinara,Tre Vigne Estate Bottled,92,42.0,Piedmont,Travaglini 2011 Tre Vigne Estate Bottled (Gattinara),Nebbiolo,Travaglini
11671,2011,France,Alsace,Tradition,90,29.0,Alsace,Domaine Pfister 2011 Tradition Riesling (Alsace),Riesling,Domaine Pfister
11672,2011,Romania,,Paparuda Rezerva,88,12.0,Viile Timisului,Cramele Recas 2011 Paparuda Rezerva FeteascÇŽ RegalÇŽ (Viile Timisului),FeteascÇŽ RegalÇŽ,Cramele Recas
11673,2011,Portugal,,Alente Premium,87,14.0,Alentejo,Cooperativa Reguengos de Monsaraz 2011 Alente Premium Red (Alentejo),Portuguese Red,Cooperativa Reguengos de Monsaraz
11674,2011,US,Dundee Hills,Estate,86,16.0,Oregon,Winter's Hill 2011 Estate Pinot Gris (Dundee Hills),Pinot Gris,Winter's Hill
11675,2011,Italy,Toscana,Eliseo,87,19.0,Tuscany,Gualdo del Re 2011 Eliseo Pinot Bianco (Toscana),Pinot Bianco,Gualdo del Re
11676,2011,US,Yakima Valley,Au Contraire French Creek Vineyard,92,25.0,Washington,Maison Bleue 2011 Au Contraire French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Maison Bleue
11677,2011,Spain,Toro,Vino Pr1mero,86,12.0,Northern Spain,Bodegas Fariña 2011 Vino Pr1mero (Toro),Tempranillo,Bodegas Fariña
11678,2011,US,Napa Valley,,80,22.0,California,Peju 2011 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Peju
11679,2011,Argentina,Mendoza,,82,9.0,Mendoza Province,Aconga 2011 Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Aconga
11680,2011,US,North Fork of Long Island,Blanc de Blancs,90,42.0,New York,Sparkling Pointe 2011 Blanc de Blancs Chardonnay (North Fork of Long Island),Chardonnay,Sparkling Pointe
11681,2011,Italy,Chianti Classico,Clemente VII Riserva,87,30.0,Tuscany,Castelli del Grevepesa 2011 Clemente VII Riserva (Chianti Classico),Sangiovese,Castelli del Grevepesa
11682,2011,Spain,Rías Baixas,Selección Finca Monte Alto,88,25.0,Galicia,Fillaboa 2011 Selección Finca Monte Alto Albariño (Rías Baixas),Albariño,Fillaboa
11683,2011,US,Dry Creek Valley,,87,20.0,California,Mazzocco 2011 Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Mazzocco
11684,2011,Italy,Barolo,Rocche dell'Annunziata,88,48.0,Piedmont,Mario Gagliasso 2011 Rocche dell'Annunziata (Barolo),Nebbiolo,Mario Gagliasso
11685,2011,Spain,La Mancha,Made with Organic Grapes,83,10.0,Central Spain,Paso a Paso 2011 Made with Organic Grapes Tempranillo (La Mancha),Tempranillo,Paso a Paso
11686,2011,Italy,Brunello di Montalcino,,86,45.0,Tuscany,Fanti 2011 Brunello di Montalcino,Sangiovese,Fanti
11687,2011,Italy,Vermentino di Sardegna,Chimera,88,30.0,Sicily & Sardinia,Tenute Soletta 2011 Chimera (Vermentino di Sardegna),Vermentino,Tenute Soletta
11688,2011,US,Carneros,,88,35.0,California,The Gardener 2011 Pinot Noir (Carneros),Pinot Noir,The Gardener
11689,2011,US,Carneros,Cuvée Sauvage,84,40.0,California,Franciscan 2011 Cuvée Sauvage Chardonnay (Carneros),Chardonnay,Franciscan
11690,2011,Italy,Lugana,San Giacomo,87,26.0,Lombardy,Malavasi Daniele 2011 San Giacomo (Lugana),Turbiana,Malavasi Daniele
11691,2011,Romania,,Paparuda Rezerva,88,12.0,Viile Timisului,Cramele Recas 2011 Paparuda Rezerva Cabernet Sauvignon (Viile Timisului),Cabernet Sauvignon,Cramele Recas
11692,2011,US,Napa Valley,Los Olivos,90,42.0,California,Maldonado 2011 Los Olivos Pinot Noir (Napa Valley),Pinot Noir,Maldonado
11693,2011,France,Saint-Émilion,,89,,Bordeaux,Château Franc Mayne 2011 Saint-Émilion,Bordeaux-style Red Blend,Château Franc Mayne
11694,2011,Portugal,,,92,15.0,Douro,Quinta Dona Matilde 2011 Red (Douro),Portuguese Red,Quinta Dona Matilde
11695,2011,Italy,Brunello di Montalcino,,93,63.0,Tuscany,Armilla 2011 Brunello di Montalcino,Sangiovese,Armilla
11696,2011,Italy,Sicilia,Purato Made With Organic Grapes,86,12.0,Sicily & Sardinia,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),Nero d'Avola,Feudo di Santa Tresa
11697,2011,Portugal,,Companhia das Lezírias Catapereiro,86,12.0,Tejo,Wines & Winemakers 2011 Companhia das Lezírias Catapereiro Red (Tejo),Portuguese Red,Wines & Winemakers
